Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
chromosome	cds	500130	500510	+	GBJ002_00517		Lipoprotein	RefSeq:WP_000810640.1, SO:0001217, UniParc:UPI0002796F8F, UniRef:UniRef100_A0A9X6VD99, UniRef:UniRef50_A0A1I1M223, UniRef:UniRef90_Q81B40
chromosome	cds	500587	500814	+	GBJ002_00518		DUF3923 domain-containing protein	RefSeq:WP_000830329.1, SO:0001217, UniParc:UPI00016B4743, UniRef:UniRef100_A0A9X6SMM9, UniRef:UniRef50_Q81B39, UniRef:UniRef90_A9VM04
chromosome	cds	500910	501458	-	GBJ002_00519	yebE	UPF0316 protein BT9727_3154	COG:COG4843, COG:S, GO:0005886, RefSeq:WP_000938443.1, SO:0001217, UniParc:UPI00016B4744, UniRef:UniRef100_B7IPN4, UniRef:UniRef50_Q81MZ9, UniRef:UniRef90_Q81MZ9
chromosome	cds	501659	502078	-	GBJ002_00520		ATP synthase subunit I	RefSeq:WP_000613871.1, SO:0001217, UniParc:UPI00016B4A44, UniRef:UniRef100_A0A9X7J936, UniRef:UniRef50_J8YAU5, UniRef:UniRef90_A0A9X7J936
chromosome	cds	502131	503459	-	GBJ002_00521	mpfA	HlyC/CorC family transporter	COG:COG1253, COG:PT, RefSeq:WP_000402254.1, SO:0001217, UniParc:UPI00005B4BD4, UniRef:UniRef100_A0A9X6TL06, UniRef:UniRef50_P54428, UniRef:UniRef90_A7GQJ2
chromosome	cds	503579	503959	-	GBJ002_00522	soxR	HTH merR-type domain-containing protein	COG:COG0789, COG:K, KEGG:K11923, SO:0001217, UniParc:UPI000188BEDD, UniRef:UniRef100_Q81B35, UniRef:UniRef50_J8AEX4, UniRef:UniRef90_J8AEX4
chromosome	cds	504449	505333	+	GBJ002_00523		DMT family transporter	RefSeq:WP_000814767.1, SO:0001217, UniParc:UPI00005B544A, UniRef:UniRef100_A0A9X6TLT9, UniRef:UniRef50_A5N2P6, UniRef:UniRef90_A0A9X6TLT9
chromosome	cds	505351	505602	-	GBJ002_00524		hypothetical protein	SO:0001217, UniParc:UPI00005B4EA4, UniRef:UniRef100_A0AB35PE60, UniRef:UniRef50_B7IPN9, UniRef:UniRef90_B7IPN9
chromosome	cds	505694	506038	-	GBJ002_00525		hypothetical protein	SO:0001217, UniParc:UPI00005B4EA6, UniRef:UniRef100_A0AB35PC72, UniRef:UniRef50_B7IPP0, UniRef:UniRef90_B7IPP0
chromosome	cds	506058	506879	-	GBJ002_00526	dotG	Pentapeptide repeat-containing protein	COG:COG1357, COG:U, RefSeq:WP_000181441.1, SO:0001217, UniParc:UPI0001A1E15D, UniRef:UniRef100_A0A9X6SMI7, UniRef:UniRef50_A0A378XLY1, UniRef:UniRef90_A0A0G8CI88
chromosome	cds	507075	507251	+	GBJ002_00527		DUF1272 domain-containing protein	COG:COG3813, COG:S, KEGG:K09984, RefSeq:WP_001207874.1, SO:0001217, UniParc:UPI0000167185, UniRef:UniRef100_A0AAD0R6J8, UniRef:UniRef50_A7GQJ4, UniRef:UniRef90_Q81B25
chromosome	cds	507318	508379	-	GBJ002_00528	pgl	6-phosphogluconolactonase	COG:COG2706, COG:G, RefSeq:WP_000654321.1, SO:0001217, UniParc:UPI00005B4D15, UniRef:UniRef100_A0AB35PE36, UniRef:UniRef50_O34499, UniRef:UniRef90_W8YDM6
chromosome	cds	508506	510071	-	GBJ002_00529	gntK	gluconokinase	COG:COG1070, COG:G, EC:2.7.1.12, GO:0009255, GO:0019521, GO:0046316, KEGG:K25031, SO:0001217, UniParc:UPI00005B48DA, UniRef:UniRef100_A0A9X8C2U7, UniRef:UniRef50_P12011, UniRef:UniRef90_A0A5M9GK50
chromosome	cds	510357	511025	-	GBJ002_00530	fsa	fructose-6-phosphate aldolase	COG:COG0176, COG:G, EC:2.2.1.2, GO:0004801, GO:0005737, GO:0005975, GO:0006098, GO:0016832, KEGG:K00616, RefSeq:WP_000667676.1, SO:0001217, UniParc:UPI0000167189, UniRef:UniRef100_Q81MY9, UniRef:UniRef50_P19669, UniRef:UniRef90_Q81MY9
chromosome	cds	511135	512028	-	GBJ002_00531	gnd	phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)	COG:COG1023, COG:G, EC:1.1.1.343, EC:1.1.1.44, GO:0006098, GO:0016616, KEGG:K00033, RefSeq:WP_001195923.1, SO:0001217, UniParc:UPI0001A1E15F, UniRef:UniRef100_A0AB35PDU4, UniRef:UniRef50_A0A1E3KQR6, UniRef:UniRef90_A0A0K6J980
chromosome	cds	512141	514135	-	GBJ002_00532	tkt	transketolase	COG:COG0021, COG:G, EC:2.2.1.1, GO:0004802, KEGG:K00615, RefSeq:WP_000068271.1, SO:0001217, UniParc:UPI00027B3F25, UniRef:UniRef100_A0AB35PDM1, UniRef:UniRef50_A0A5M9GHI6, UniRef:UniRef90_A0A5M9GHI6
chromosome	cds	514175	515659	-	GBJ002_00533	zwf	glucose-6-phosphate dehydrogenase	COG:COG0364, COG:G, EC:1.1.1.363, EC:1.1.1.49, GO:0004345, GO:0006006, GO:0006098, GO:0016614, GO:0050661, KEGG:K00036, RefSeq:WP_000445329.1, SO:0001217, UniParc:UPI00016B4A4C, UniRef:UniRef100_A0A9X0VWZ2, UniRef:UniRef50_H3SJG2, UniRef:UniRef90_A0A5M9GMR9
chromosome	cds	516082	516558	-	GBJ002_00534		heme-degrading domain-containing protein	SO:0001217, UniParc:UPI000279820B, UniRef:UniRef100_A0AAW9J6I3, UniRef:UniRef50_Q81MX1, UniRef:UniRef90_Q81B01
chromosome	cds	517095	517466	-	GBJ002_00535		DUF1304 domain-containing protein	COG:COG3759, COG:S, KEGG:K08987, RefSeq:WP_000402472.1, SO:0001217, UniParc:UPI000018E882, UniRef:UniRef100_A0A9Q1VY81, UniRef:UniRef50_B1YKF7, UniRef:UniRef90_A0A0G8F2L2
chromosome	cds	517489	517587	-	GBJ002_00536	marR	MarR family transcriptional regulator	SO:0001217, UniParc:UPI00016B4A4E, UniRef:UniRef100_A0A9W5QT05, UniRef:UniRef50_A0A9X5N6H9, UniRef:UniRef90_A0A9X5N6H9
chromosome	cds	518248	519567	-	GBJ002_00537	sdaC	Serine transporter VC1301	COG:COG0814, COG:E, KEGG:K03837, RefSeq:WP_001014191.1, SO:0001217, UniParc:UPI00016B4A4F, UniRef:UniRef100_B7IPQ1, UniRef:UniRef50_Q734I9, UniRef:UniRef90_Q734I9
chromosome	cds	520632	521216	-	GBJ002_00538		DUF3888 domain-containing protein	SO:0001217, UniParc:UPI00027B3F26, UniRef:UniRef100_A0A9X6TLB8, UniRef:UniRef50_A0A1B9AK84, UniRef:UniRef90_A0A2B2LG61
chromosome	cds	521289	521624	-	GBJ002_00539		IDEAL domain-containing protein	SO:0001217, UniParc:UPI00005B45C5, UniRef:UniRef100_A0A9W5QT37, UniRef:UniRef50_Q81AZ8, UniRef:UniRef90_A0A9W5QT37
chromosome	cds	521750	522163	-	GBJ002_00540	iscR	Rrf2 family transcriptional regulator	COG:COG1959, COG:K, RefSeq:WP_001083469.1, SO:0001217, UniParc:UPI00016B4A52, UniRef:UniRef100_A0A9X7J8H0, UniRef:UniRef50_A0A0G8CJF1, UniRef:UniRef90_A0A0G8CJF1
chromosome	cds	522353	522487	-	GBJ002_00541		BA3454 family stress response protein	RefSeq:WP_000573532.1, SO:0001217, UniParc:UPI00005B45CB, UniRef:UniRef100_A0A9X7AWD6, UniRef:UniRef50_B7JG83, UniRef:UniRef90_A0A2G6QCD3
chromosome	cds	522535	522930	-	GBJ002_00542	spxA	transcriptional regulator SpxA	COG:COG1393, COG:P, GO:0005737, GO:0045892, KEGG:K16509, RefSeq:WP_000236187.1, SO:0001217, UniParc:UPI00005B4FDD, UniRef:UniRef100_A0A9X7J881, UniRef:UniRef50_O31602, UniRef:UniRef90_Q81MW4
chromosome	cds	523552	523896	+	GBJ002_00543	hxlR	HTH hxlR-type domain-containing protein	COG:COG1733, COG:K, RefSeq:WP_000860826.1, SO:0001217, UniParc:UPI00005B489B, UniRef:UniRef100_A0A9X6UMS4, UniRef:UniRef50_Q9CIM2, UniRef:UniRef90_A0A6H3AQA2
chromosome	cds	523973	524710	-	GBJ002_00544	mngR	Transcriptional regulator, GntR family	COG:COG2188, COG:K, RefSeq:WP_000146279.1, SO:0001217, UniParc:UPI00016B4A53, UniRef:UniRef100_A0A9X6Y9N3, UniRef:UniRef50_J8DV01, UniRef:UniRef90_Q638G9
chromosome	cds	524743	525804	-	GBJ002_00545	mviM	oxidoreductase	COG:COG0673, COG:R, GO:0000166, RefSeq:WP_000176645.1, SO:0001217, UniParc:UPI0001A1E2FC, UniRef:UniRef100_A0A9W7Q9Q0, UniRef:UniRef50_Q81AZ1, UniRef:UniRef90_Q81AZ1
chromosome	cds	526037	526453	+	GBJ002_00546		SRPBCC family protein	RefSeq:WP_000332041.1, SO:0001217, UniParc:UPI00027B3F27, UniRef:UniRef100_A0A9X6Y9H3, UniRef:UniRef50_A0A6H3AK16, UniRef:UniRef90_A0A6H3AK16
chromosome	cds	526614	527990	-	GBJ002_00547		Microbial collagenase	RefSeq:WP_000787690.1, SO:0001217, UniParc:UPI00016B4D62, UniRef:UniRef100_B7IQE4, UniRef:UniRef50_Q81AY5, UniRef:UniRef90_Q81AY5
chromosome	cds	528358	528924	-	GBJ002_00548	tesA	SGNH hydrolase-type esterase domain-containing protein	COG:COG2755, COG:DI, RefSeq:WP_000855216.1, SO:0001217, UniParc:UPI00005B546C, UniRef:UniRef100_A0A9X0VX01, UniRef:UniRef50_Q81AY4, UniRef:UniRef90_A0A9W5L250
chromosome	cds	528940	529764	-	GBJ002_00549		Metallo-beta-lactamase domain-containing protein	RefSeq:WP_000427247.1, SO:0001217, UniParc:UPI00016B4D63, UniRef:UniRef100_B7IQE6, UniRef:UniRef50_O31787, UniRef:UniRef90_J9C092
chromosome	cds	529793	530350	-	GBJ002_00550		DUF1097 domain-containing protein	RefSeq:WP_001099747.1, SO:0001217, UniParc:UPI00005B41B9, UniRef:UniRef100_A0A9X6TLD1, UniRef:UniRef50_J9CE89, UniRef:UniRef90_A0AAC8N9U2
chromosome	cds	530379	531218	-	GBJ002_00551		Aminoglycoside phosphotransferase	RefSeq:WP_000406146.1, SO:0001217, UniParc:UPI00005B4ED0, UniRef:UniRef100_A0A9X6SN11, UniRef:UniRef50_J9BZ36, UniRef:UniRef90_A0A9X6SN11
chromosome	cds	531406	532155	-	GBJ002_00552	nIF3	GTP cyclohydrolase 1 type 2-like protein	COG:COG0327, COG:H, RefSeq:WP_001027990.1, SO:0001217, UniParc:UPI00005B4039, UniRef:UniRef100_A0A9Q7N8G7, UniRef:UniRef50_A0A1J9XR94, UniRef:UniRef90_Q81AY1
chromosome	cds	532239	532448	+	GBJ002_00553		Group-specific protein	RefSeq:WP_000801655.1, SO:0001217, UniParc:UPI00005B48F8, UniRef:UniRef100_A0A9W7UTL0, UniRef:UniRef50_Q81AY0, UniRef:UniRef90_Q81AY0
chromosome	cds	532532	533431	-	GBJ002_00554	yHI9	Putative isomerase YddE	COG:COG0384, COG:R, EC:5.3.3.17, KEGG:K06998, RefSeq:WP_000849331.1, SO:0001217, UniParc:UPI00005B5032, UniRef:UniRef100_A0A9X7J8H5, UniRef:UniRef50_O31570, UniRef:UniRef90_A0A1Y6A822
chromosome	cds	533444	534007	-	GBJ002_00555		[ribosomal protein uS5]-alanine N-acetyltransferase	RefSeq:WP_000775342.1, SO:0001217, UniParc:UPI00005B4BC4, UniRef:UniRef100_A0A9W7PPH9, UniRef:UniRef50_A0A1U7PL56, UniRef:UniRef90_J7XNI6
chromosome	cds	534152	535654	-	GBJ002_00556	menE	Long-chain-fatty-acid--CoA ligase	COG:COG0318, COG:I, RefSeq:WP_001259942.1, SO:0001217, UniParc:UPI00005B4BC1, UniRef:UniRef100_A0AB35PE92, UniRef:UniRef50_A0A0G8F2I9, UniRef:UniRef90_A0A0G8F2I9
chromosome	cds	535789	536322	-	GBJ002_00557	mdaB	Flavodoxin-like fold domain-containing protein	COG:COG2249, COG:R, RefSeq:WP_033795218.1, SO:0001217, UniParc:UPI00044D0C16, UniRef:UniRef100_A0A9W3JQP0, UniRef:UniRef50_J8ASA6, UniRef:UniRef90_J8HS27
chromosome	cds	536447	536770	+	GBJ002_00558	hxlR	HTH hxlR-type domain-containing protein	COG:COG1733, COG:K, RefSeq:WP_001072962.1, SO:0001217, UniParc:UPI00005B3EE4, UniRef:UniRef100_A0A9X6SMA5, UniRef:UniRef50_A0A6L7H330, UniRef:UniRef90_J8IEE7
chromosome	cds	537872	539323	+	GBJ002_00559		FAD-binding domain-containing protein	RefSeq:WP_003257301.1, SO:0001217, UniParc:UPI00005B51A0, UniRef:UniRef100_A0AB35PEC3, UniRef:UniRef50_H3SHR2, UniRef:UniRef90_A0A0G8F298
chromosome	cds	539554	539934	-	GBJ002_00560		DUF2065 domain-containing protein	RefSeq:WP_000453955.1, SO:0001217, UniParc:UPI00005B4ECF, UniRef:UniRef100_A0A9X6TL19, UniRef:UniRef50_A0A084J2F7, UniRef:UniRef90_A0A2B0XS58
chromosome	cds	540265	540540	-	GBJ002_00561	arsR	Transcriptional regulator, ArsR family	COG:COG0640, COG:K, RefSeq:WP_001208312.1, SO:0001217, UniParc:UPI00016B4D6A, UniRef:UniRef100_A0A9X6Y9M9, UniRef:UniRef50_J9CG59, UniRef:UniRef90_Q81AX4
chromosome	cds	540742	544101	-	GBJ002_00562	sleL	Peptidoglycan-N-acetylglucosamine deacetylase	COG:COG3858, COG:D, SO:0001217, UniParc:UPI0003473836, UniRef:UniRef100_A0A9X8C3X4, UniRef:UniRef50_A0A9W3X167, UniRef:UniRef90_A0A9X8X9U4
chromosome	cds	544294	545583	-	GBJ002_00563		Anti-sigma factor-like protein	RefSeq:WP_003258567.1, SO:0001217, UniParc:UPI00005B5200, UniRef:UniRef100_A0A9X8C2W3, UniRef:UniRef50_R8HYW2, UniRef:UniRef90_A0A9X8C2W3
chromosome	cds	545573	546295	-	GBJ002_00564	sigI	RNA polymerase sigma factor SigI	COG:COG1191, COG:K, GO:0003677, GO:0005737, GO:0006352, GO:0016987, KEGG:K03093, RefSeq:WP_002082432.1, SO:0001217, UniParc:UPI00016B4D6E, UniRef:UniRef100_A0AB36TN14, UniRef:UniRef50_P0DO98, UniRef:UniRef90_P0DO98
chromosome	cds	546704	546865	+	GBJ002_00565	orfB	Transposase OrfB	SO:0001217, UniParc:UPI00016B5055, UniRef:UniRef100_B7IQG2, UniRef:UniRef50_B7IQG2, UniRef:UniRef90_B7IQG2
chromosome	cds	547347	547832	-	GBJ002_00566		Bacterial transcription activator effector binding domain-containing protein	SO:0001217, UniParc:UPI00005B54B3, UniRef:UniRef100_A0A9X8C2Z1, UniRef:UniRef50_F2F8A0, UniRef:UniRef90_Q81AW8
chromosome	cds	547936	548898	+	GBJ002_00567	yobV	HTH deoR-type domain-containing protein	COG:COG2378, COG:K, RefSeq:WP_000717857.1, SO:0001217, UniParc:UPI0001A1E305, UniRef:UniRef100_A0A9W5QT09, UniRef:UniRef50_S0JCU9, UniRef:UniRef90_A0A9W5K713
chromosome	cds	549062	549811	-	GBJ002_00568		Transport permease protein	RefSeq:WP_000837798.1, SO:0001217, UniParc:UPI00005B4219, UniRef:UniRef100_A0A9X6TL92, UniRef:UniRef50_U5W487, UniRef:UniRef90_A0A1J9ZBN3
chromosome	cds	549812	550573	-	GBJ002_00569	rbbA	ABC transporter domain-containing protein	COG:COG1131, COG:JV, RefSeq:WP_000063307.1, SO:0001217, UniParc:UPI00005B4382, UniRef:UniRef100_A0AB35PCB9, UniRef:UniRef50_A0A3P8K377, UniRef:UniRef90_S2XM06
chromosome	cds	550729	551070	-	GBJ002_00570	gINS	Cytoplasmic protein	COG:COG4817, COG:L, RefSeq:WP_000891989.1, SO:0001217, UniParc:UPI0001A1E306, UniRef:UniRef100_A0AB35PD25, UniRef:UniRef50_A0A6L8NYD3, UniRef:UniRef90_A0A6L8NYD3
chromosome	cds	551146	551466	-	GBJ002_00571	padR	Transcription regulator PadR N-terminal domain-containing protein	COG:COG1695, COG:K, RefSeq:WP_000429487.1, SO:0001217, UniParc:UPI000018E8AB, UniRef:UniRef100_Q81AW4, UniRef:UniRef50_W5W9C7, UniRef:UniRef90_S2XRS7
chromosome	cds	551930	553246	-	GBJ002_00572		Condensation domain-containing protein	COG:COG4908, COG:R, RefSeq:WP_000415486.1, SO:0001217, UniParc:UPI0002796B22, UniRef:UniRef100_A0A9Q1ZVJ8, UniRef:UniRef50_J9BYX9, UniRef:UniRef90_A0A0G8CJC0
chromosome	cds	554112	555398	-	GBJ002_00573	hcp	hydroxylamine reductase	COG:C, COG:COG1151, EC:1.7.99.1, GO:0016661, GO:0051536, KEGG:K05601, RefSeq:WP_002082429.1, SO:0001217, UniParc:UPI00016B505B, UniRef:UniRef100_B7IQH1, UniRef:UniRef50_A0A506QGU8, UniRef:UniRef90_A0A506QGU8
chromosome	cds	555937	556041	+	GBJ002_00574		Holin-like toxin	SO:0001217, UniParc:UPI0000191608, UniRef:UniRef100_A0A4Y1W5Q4, UniRef:UniRef50_A0A2G6QAY3, UniRef:UniRef90_A0A243GMM2
chromosome	cds	556139	556615	-	GBJ002_00575	bla2	BcII family subclass B1 metallo-beta-lactamase	EC:3.5.2.6, GO:0008800, NCBIProtein:WP_012261328.1, SO:0001217, UniParc:UPI00005B5013, UniRef:UniRef100_B7IQH2, UniRef:UniRef50_B7IQH2, UniRef:UniRef90_B7IQH2
chromosome	cds	556796	557086	+	GBJ002_00576		DUF3784 domain-containing protein	RefSeq:WP_000171767.1, SO:0001217, UniParc:UPI00016B505C, UniRef:UniRef100_A0A9X1AYW5, UniRef:UniRef50_J9C9W0, UniRef:UniRef90_A0A9X1AYW5
chromosome	cds	557115	557396	-	GBJ002_00577		Ribosomal protein L7/L12 C-terminal domain-containing protein	RefSeq:WP_000397727.1, SO:0001217, UniParc:UPI00005B4576, UniRef:UniRef100_A0A9X1AYX2, UniRef:UniRef50_A0A0J1HNK3, UniRef:UniRef90_A0A506QFG2
chromosome	cds	557530	557724	+	GBJ002_00578		Group-specific protein	RefSeq:WP_000819656.1, SO:0001217, UniParc:UPI00005B4F96, UniRef:UniRef100_A0A9X6Y9M4, UniRef:UniRef50_Q81AV8, UniRef:UniRef90_Q81AV8
chromosome	cds	557825	558862	+	GBJ002_00579		Beta-lactamase-related domain-containing protein	RefSeq:WP_001050192.1, SO:0001217, UniParc:UPI00005B4411, UniRef:UniRef100_A0A9X6Y9J3, UniRef:UniRef50_J8YJX1, UniRef:UniRef90_W8YDZ2
chromosome	cds	558899	559147	-	GBJ002_00580		Group-specific protein	RefSeq:WP_000666947.1, SO:0001217, UniParc:UPI00016B505D, UniRef:UniRef100_A0A9X7EAF3, UniRef:UniRef50_Q81AV7, UniRef:UniRef90_Q81AV7
chromosome	cds	559477	560520	-	GBJ002_00581	czcO	Oxidoreductase	COG:COG2072, COG:P, RefSeq:WP_000882898.1, SO:0001217, UniParc:UPI00027B403C, UniRef:UniRef100_A0AB35PDR4, UniRef:UniRef50_B7JGD0, UniRef:UniRef90_B7JGD0
chromosome	cds	560715	561074	-	GBJ002_00582		Bleomycin resistance protein	RefSeq:WP_000632390.1, SO:0001217, UniParc:UPI00005B3F91, UniRef:UniRef100_A0A9X6Y9K2, UniRef:UniRef50_G4HGJ9, UniRef:UniRef90_A0A243CU13
chromosome	cds	561090	561782	-	GBJ002_00583	crp	Cyclic nucleotide-binding domain-containing protein	COG:COG0664, COG:T, KEGG:K16326, RefSeq:WP_000754833.1, SO:0001217, UniParc:UPI00005B4F9B, UniRef:UniRef100_A0A9W7Q8F6, UniRef:UniRef50_J9C9W4, UniRef:UniRef90_J9C9W4
chromosome	cds	561891	562337	+	GBJ002_00584	eamA	EamA domain-containing protein	COG:COG3238, COG:S, KEGG:K09936, RefSeq:WP_003259412.1, SO:0001217, UniParc:UPI00005B4101, UniRef:UniRef100_A0AB35PF52, UniRef:UniRef50_M1MKK6, UniRef:UniRef90_J9BV19
chromosome	cds	562351	562815	+	GBJ002_00585	eamA	EamA domain-containing protein	COG:COG3238, COG:S, KEGG:K09936, RefSeq:WP_000965812.1, SO:0001217, UniParc:UPI00005B3F94, UniRef:UniRef100_A0A9X0NHV8, UniRef:UniRef50_A0A150FTB5, UniRef:UniRef90_J9CBJ4
chromosome	cds	562905	563399	+	GBJ002_00586		Group-specific protein	RefSeq:WP_000901705.1, SO:0001217, UniParc:UPI00005B3F95, UniRef:UniRef100_A0A9W7Q9D8, UniRef:UniRef50_A0A9X9F8Z3, UniRef:UniRef90_A0A9X9F8Z3
chromosome	cds	563440	564192	-	GBJ002_00587	aiiA	N-acyl homoserine lactonase AiiA	COG:COG0491, COG:R, EC:3.1.1.81, GO:0046872, GO:0102007, GO:1901335, KEGG:K13075, RefSeq:WP_000216598.1, SO:0001217, UniParc:UPI00000B4534, UniRef:UniRef100_Q7B8C4, UniRef:UniRef50_Q9L8R8, UniRef:UniRef90_Q9L8R8
chromosome	cds	564381	565400	+	GBJ002_00588		Zinc-type alcohol dehydrogenase-like protein	RefSeq:WP_000643783.1, SO:0001217, UniParc:UPI00027B403D, UniRef:UniRef100_A0AB35PEC5, UniRef:UniRef50_A0AAP1C459, UniRef:UniRef90_Q6HFX0
chromosome	cds	565599	566990	-	GBJ002_00589	ansP	Amino acid permease/ SLC12A domain-containing protein	COG:COG1113, COG:E, RefSeq:WP_001284408.1, SO:0001217, UniParc:UPI00016B5062, UniRef:UniRef100_A0A9W7QBN7, UniRef:UniRef50_P27837, UniRef:UniRef90_J8B545
chromosome	cds	567540	568739	-	GBJ002_00590	araJ	Bcr/CflA family efflux transporter	COG:COG2814, COG:G, KEGG:K07552, RefSeq:WP_000758008.1, SO:0001217, UniParc:UPI00027B403E, UniRef:UniRef100_A0AB35PHI3, UniRef:UniRef50_Q81AV0, UniRef:UniRef90_Q81AV0
chromosome	cds	569121	569693	+	GBJ002_00591		DUF4052 domain-containing protein	RefSeq:WP_000570041.1, SO:0001217, UniParc:UPI00016B5064, UniRef:UniRef100_B7IQI8, UniRef:UniRef50_A0A0G8F2H5, UniRef:UniRef90_A0A4S4HP61
chromosome	cds	569760	569984	-	GBJ002_00592	xpaF1	XpaF1 protein	RefSeq:WP_000390464.1, SO:0001217, UniParc:UPI00016B535F, UniRef:UniRef100_A0A9X1AYX5, UniRef:UniRef50_Q638A1, UniRef:UniRef90_Q638A1
chromosome	cds	570303	570581	-	GBJ002_00593		Group-specific protein	RefSeq:WP_000865002.1, SO:0001217, UniParc:UPI00005B41CA, UniRef:UniRef100_A0A9Q7N6B4, UniRef:UniRef50_A0A506QFE4, UniRef:UniRef90_A0A506QFE4
chromosome	cds	571396	572139	+	GBJ002_00594	fabG	Glucose 1-dehydrogenase 2	COG:COG1028, COG:I, RefSeq:WP_000768019.1, SO:0001217, UniParc:UPI00016B5362, UniRef:UniRef100_B7IQJ1, UniRef:UniRef50_A0A6N8HKC6, UniRef:UniRef90_A0A9W3SDL4
chromosome	cds	572250	572912	-	GBJ002_00595	bshB2	bacillithiol biosynthesis deacetylase BshB2	COG:COG2120, COG:G, EC:3.5.1.-, GO:0016811, GO:0019213, GO:0046872, KEGG:K22135, RefSeq:WP_000439483.1, SO:0001217, UniParc:UPI000018E8C1, UniRef:UniRef100_Q81AU5, UniRef:UniRef50_Q81AU5, UniRef:UniRef90_Q81AU5
chromosome	cds	572928	573278	-	GBJ002_00596		DUF1806 domain-containing protein	RefSeq:WP_000407045.1, SO:0001217, UniParc:UPI00005B49F5, UniRef:UniRef100_A0A0A3VPC0, UniRef:UniRef50_O31858, UniRef:UniRef90_A0A2B6BYJ5
chromosome	cds	573541	574866	+	GBJ002_00597	arsB	Citrate transporter-like domain-containing protein	COG:COG1055, COG:P, RefSeq:WP_000437991.1, SO:0001217, UniParc:UPI0001A1E487, UniRef:UniRef100_A0AB35PGK1, UniRef:UniRef50_A0A3S9T311, UniRef:UniRef90_J8YJY7
chromosome	cds	574939	575166	-	GBJ002_00598		TSC-22/dip/bun family protein	RefSeq:WP_001047304.1, SO:0001217, UniParc:UPI00001671E8, UniRef:UniRef100_Q81AU2, UniRef:UniRef50_Q81AU2, UniRef:UniRef90_Q81AU2
chromosome	cds	575266	575817	-	GBJ002_00599	rimL	N-acetyltransferase domain-containing protein	COG:COG1670, COG:JO, RefSeq:WP_000178511.1, SO:0001217, UniParc:UPI0001A1E488, UniRef:UniRef100_A0AB35PF70, UniRef:UniRef50_J9BV35, UniRef:UniRef90_W8Y645
chromosome	cds	575835	575924	-	GBJ002_00600		hypothetical protein	SO:0001217, UniParc:UPI00016B5365, UniRef:UniRef100_B7IQJ7, UniRef:UniRef50_B7IQJ7, UniRef:UniRef90_B7IQJ7
chromosome	cds	576077	576841	+	GBJ002_00601	yoaT	DUF817 domain-containing protein	COG:COG3739, COG:S, RefSeq:WP_000499395.1, SO:0001217, UniParc:UPI0001A1E48A, UniRef:UniRef100_A0AB35PG27, UniRef:UniRef50_O34535, UniRef:UniRef90_Q81AT7
chromosome	cds	576925	577962	-	GBJ002_00602		DUF4003 domain-containing protein	RefSeq:WP_003309751.1, SO:0001217, UniParc:UPI0001A1E48B, UniRef:UniRef100_A0A9W7UTK2, UniRef:UniRef50_J8EWT0, UniRef:UniRef90_A0A1Y6AFB1
chromosome	cds	578156	578611	-	GBJ002_00603		DinB-like domain-containing protein	RefSeq:WP_001081118.1, SO:0001217, UniParc:UPI00027B403F, UniRef:UniRef100_A0AB35PD52, UniRef:UniRef50_Q81AT5, UniRef:UniRef90_Q81AT5
chromosome	cds	578817	579305	+	GBJ002_00604	dinB	Damage-inducible protein DinB	COG:COG2318, COG:Q, RefSeq:WP_000903443.1, SO:0001217, UniParc:UPI00016B536C, UniRef:UniRef100_A0A9X6TT26, UniRef:UniRef50_Q81AT4, UniRef:UniRef90_Q81AT4
chromosome	cds	579419	579895	-	GBJ002_00605		DUF2690 domain-containing protein	RefSeq:WP_000771161.1, SO:0001217, UniParc:UPI00005B464E, UniRef:UniRef100_A0A9W7UTE7, UniRef:UniRef50_A0A9W3SEG0, UniRef:UniRef90_A0A9W3SEG0
chromosome	cds	579913	580425	-	GBJ002_00606		DUF2690 domain-containing protein	RefSeq:WP_000473737.1, SO:0001217, UniParc:UPI00005B4929, UniRef:UniRef100_A0AB35PHJ7, UniRef:UniRef50_Q81AT1, UniRef:UniRef90_Q81AT1
chromosome	cds	580725	581618	-	GBJ002_00607	lysR	HTH-type transcriptional regulator CzcR	COG:COG0583, COG:K, RefSeq:WP_000403874.1, SO:0001217, UniParc:UPI0001A1E48D, UniRef:UniRef100_A0AB35PEH5, UniRef:UniRef50_P96725, UniRef:UniRef90_Q81AT0
chromosome	cds	581742	582707	+	GBJ002_00608	qor	Enoyl reductase (ER) domain-containing protein	COG:COG0604, COG:CR, RefSeq:WP_000645236.1, SO:0001217, UniParc:UPI00016B536F, UniRef:UniRef100_A0A9X6TT67, UniRef:UniRef50_S2XYV9, UniRef:UniRef90_J9C9Y8
chromosome	cds	582775	583485	-	GBJ002_00609	phoE	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	COG:COG0406, COG:G, RefSeq:WP_001042048.1, SO:0001217, UniParc:UPI00005B4364, UniRef:UniRef100_A0A9X6TT36, UniRef:UniRef50_A0A1Y5ZQD6, UniRef:UniRef90_A0A1Y5ZQD6
chromosome	cds	583646	584170	-	GBJ002_00610	yhbS	N-acetyltransferase domain-containing protein	COG:COG3153, COG:R, RefSeq:WP_000256473.1, SO:0001217, UniParc:UPI00005B492F, UniRef:UniRef100_A0A9X7JBU1, UniRef:UniRef50_J8YJZ8, UniRef:UniRef90_J8YJZ8
